user_id,item_id,rating,timestamp,datetime
325,200,2.0,891478120,1998-04-02 00:48:40
648,22,4.0,884628482,1998-01-12 18:08:02
62,1009,4.0,879372869,1997-11-12 22:14:29
629,566,5.0,880117395,1997-11-21 13:03:15
815,392,4.0,878697163,1997-11-05 02:32:43
883,175,5.0,891694312,1998-04-04 12:51:52
676,294,4.0,892685591,1998-04-16 00:13:11
472,540,3.0,875982239,1997-10-04 16:23:59
468,367,4.0,875296868,1997-09-26 18:01:08
389,435,4.0,880087073,1997-11-21 04:37:53
600,187,5.0,888451750,1998-02-26 00:09:10
667,482,4.0,891035140,1998-03-27 21:45:40
655,528,5.0,887473570,1998-02-14 16:26:10
884,285,4.0,876858820,1997-10-14 19:53:40
222,64,5.0,878183136,1997-10-30 03:45:36
18,367,4.0,880130802,1997-11-21 16:46:42
357,125,5.0,878951784,1997-11-08 01:16:24
181,221,1.0,878962465,1997-11-08 04:14:25
16,367,3.0,877726390,1997-10-24 20:53:10
4,329,5.0,892002352,1998-04-08 02:25:52
646,313,5.0,888528457,1998-02-26 21:27:37
655,1044,3.0,887564483,1998-02-15 17:41:23
406,217,4.0,879792928,1997-11-17 18:55:28
501,282,4.0,883348185,1997-12-28 22:29:45
311,504,4.0,884364873,1998-01-09 16:54:33
389,187,5.0,879990996,1997-11-20 01:56:36
911,143,5.0,892840889,1998-04-17 19:21:29
821,126,5.0,874792570,1997-09-20 21:56:10
389,501,5.0,880087804,1997-11-21 04:50:04
186,12,1.0,879023460,1997-11-08 21:11:00
437,698,2.0,880142426,1997-11-21 20:00:26
648,477,3.0,882211585,1997-12-15 18:46:25
387,151,3.0,886481228,1998-02-03 04:47:08
690,763,4.0,881177553,1997-12-03 19:32:33
470,508,5.0,879178932,1997-11-10 16:22:12
378,226,3.0,880332831,1997-11-24 00:53:51
642,409,5.0,885605909,1998-01-24 01:38:29
782,325,2.0,891498720,1998-04-02 06:32:00
374,274,4.0,880393668,1997-11-24 17:47:48
618,526,5.0,891308141,1998-03-31 01:35:41
846,193,5.0,883948417,1998-01-04 21:13:37
214,248,4.0,891543001,1998-04-02 18:50:01
42,357,5.0,881107687,1997-12-03 00:08:07
479,228,4.0,879461060,1997-11-13 22:44:20
774,576,1.0,888557520,1998-02-27 05:32:00
825,237,4.0,880931932,1997-11-30 23:18:52
632,470,4.0,879459677,1997-11-13 22:21:17
1,32,5.0,888732909,1998-03-01 06:15:09
299,32,3.0,877881169,1997-10-26 15:52:49
437,15,4.0,881001946,1997-12-01 18:45:46
145,348,4.0,888397542,1998-02-25 09:05:42
276,559,4.0,874792663,1997-09-20 21:57:43
18,496,5.0,880130470,1997-11-21 16:41:10
450,123,2.0,882373464,1997-12-17 15:44:24
763,173,4.0,878914968,1997-11-07 15:02:48
417,708,2.0,879648798,1997-11-16 02:53:18
198,6,2.0,884206270,1998-01-07 20:51:10
617,345,1.0,883788511,1998-01-03 00:48:31
806,702,3.0,882388795,1997-12-17 19:59:55
749,133,4.0,878849052,1997-11-06 20:44:12
11,414,3.0,891905393,1998-04-06 23:29:53
198,1169,4.0,884208834,1998-01-07 21:33:54
411,435,3.0,891035478,1998-03-27 21:51:18
500,1009,4.0,883865532,1998-01-03 22:12:12
562,432,5.0,879196074,1997-11-10 21:07:54
345,170,5.0,884902317,1998-01-15 22:11:57
694,517,4.0,875727926,1997-10-01 17:45:26
213,173,5.0,878955442,1997-11-08 02:17:22
735,327,3.0,876698022,1997-10-12 23:13:42
450,10,4.0,882398567,1997-12-17 22:42:47
338,52,5.0,879438690,1997-11-13 16:31:30
122,792,3.0,879270459,1997-11-11 17:47:39
880,56,5.0,880167731,1997-11-22 03:02:11
692,1054,3.0,876954197,1997-10-15 22:23:17
904,794,4.0,879735710,1997-11-17 03:01:50
379,514,3.0,880961718,1997-12-01 07:35:18
721,87,3.0,877140859,1997-10-18 02:14:19
383,285,5.0,891193210,1998-03-29 17:40:10
268,181,4.0,875309486,1997-09-26 21:31:26
130,282,5.0,875801750,1997-10-02 14:15:50
292,484,5.0,881105625,1997-12-02 23:33:45
74,276,4.0,888333458,1998-02-24 15:17:38
899,546,2.0,884120317,1998-01-06 20:58:37
405,1306,1.0,885546529,1998-01-23 09:08:49
332,1157,4.0,888360532,1998-02-24 22:48:52
486,289,3.0,879874262,1997-11-18 17:31:02
543,521,4.0,874865636,1997-09-21 18:13:56
392,178,5.0,891038945,1998-03-27 22:49:05
56,1035,4.0,892910268,1998-04-18 14:37:48
234,1035,3.0,892335142,1998-04-11 22:52:22
90,904,3.0,891382121,1998-03-31 22:08:41
365,340,5.0,891303536,1998-03-31 00:18:56
303,277,3.0,879468547,1997-11-14 00:49:07
655,220,2.0,887426583,1998-02-14 03:23:03
883,79,4.0,891696864,1998-04-04 13:34:24
640,66,4.0,874778345,1997-09-20 17:59:05
886,364,3.0,876034006,1997-10-05 06:46:46
916,825,1.0,880843750,1997-11-29 22:49:10
187,210,4.0,879465242,1997-11-13 23:54:02
466,1176,5.0,890284651,1998-03-19 05:17:31
653,423,2.0,880152039,1997-11-21 22:40:39
694,451,4.0,875729068,1997-10-01 18:04:28
117,25,4.0,881009470,1997-12-01 20:51:10
119,125,5.0,874775262,1997-09-20 17:07:42
462,272,5.0,886365142,1998-02-01 20:32:22
38,225,5.0,892433062,1998-04-13 02:04:22
758,302,5.0,882848498,1997-12-23 03:41:38
592,273,5.0,882607986,1997-12-20 08:53:06
774,508,3.0,888558731,1998-02-27 05:52:11
698,613,5.0,886366770,1998-02-01 20:59:30
870,276,4.0,889717102,1998-03-12 15:38:22
379,144,5.0,880525367,1997-11-26 06:22:47
668,354,4.0,890349060,1998-03-19 23:11:00
865,99,1.0,880235060,1997-11-22 21:44:20
658,24,3.0,875145493,1997-09-24 23:58:13
728,25,4.0,879443155,1997-11-13 17:45:55
279,1121,4.0,875310101,1997-09-26 21:41:41
327,72,2.0,887819582,1998-02-18 16:33:02
5,427,3.0,875721167,1997-10-01 15:52:47
577,866,5.0,880470570,1997-11-25 15:09:30
624,870,4.0,879793155,1997-11-17 18:59:15
234,228,3.0,892079190,1998-04-08 23:46:30
892,684,5.0,886608743,1998-02-04 16:12:23
386,982,3.0,877655195,1997-10-24 01:06:35
835,708,5.0,891035078,1998-03-27 21:44:38
334,753,4.0,891545741,1998-04-02 19:35:41
311,118,3.0,884963203,1998-01-16 15:06:43
13,362,4.0,890704999,1998-03-24 02:03:19
401,203,4.0,891033288,1998-03-27 21:14:48
346,546,4.0,875263238,1997-09-26 08:40:38
639,1194,5.0,891239271,1998-03-30 06:27:51
592,251,5.0,882607955,1997-12-20 08:52:35
503,1317,4.0,879438874,1997-11-13 16:34:34
903,91,5.0,891033005,1998-03-27 21:10:05
389,712,3.0,881384338,1997-12-06 04:58:58
222,91,2.0,878183777,1997-10-30 03:56:17
422,286,5.0,875129523,1997-09-24 19:32:03
254,1443,4.0,887347382,1998-02-13 05:23:02
587,938,2.0,892871141,1998-04-18 03:45:41
177,321,2.0,880130481,1997-11-21 16:41:21
102,91,3.0,883748488,1998-01-02 13:41:28
479,202,4.0,879461567,1997-11-13 22:52:47
276,96,5.0,874792435,1997-09-20 21:53:55
7,498,5.0,891351814,1998-03-31 13:43:34
76,172,5.0,882606080,1997-12-20 08:21:20
22,227,4.0,878888067,1997-11-07 07:34:27
542,695,2.0,886532788,1998-02-03 19:06:28
826,227,4.0,885690713,1998-01-25 01:11:53
431,748,4.0,877844377,1997-10-26 05:39:37
416,452,3.0,886319106,1998-02-01 07:45:06
590,111,3.0,879438936,1997-11-13 16:35:36
748,528,3.0,879454880,1997-11-13 21:01:20
95,228,4.0,879196231,1997-11-10 21:10:31
622,541,2.0,882592781,1997-12-20 04:39:41
863,1062,4.0,889289570,1998-03-07 16:52:50
8,301,4.0,879361550,1997-11-12 19:05:50
82,222,3.0,876311365,1997-10-08 11:49:25
206,310,5.0,888179625,1998-02-22 20:33:45
851,159,3.0,875806953,1997-10-02 15:42:33
542,28,4.0,886533452,1998-02-03 19:17:32
49,1021,5.0,888066647,1998-02-21 13:10:47
805,1101,5.0,881698745,1997-12-09 20:19:05
328,194,3.0,885046976,1998-01-17 14:22:56
561,436,4.0,885807843,1998-01-26 09:44:03
916,154,4.0,880844552,1997-11-29 23:02:32
815,159,3.0,878694306,1997-11-05 01:45:06
774,7,2.0,888558539,1998-02-27 05:48:59
184,738,3.0,889910372,1998-03-14 21:19:32
916,227,3.0,880845067,1997-11-29 23:11:07
766,127,5.0,891309011,1998-03-31 01:50:11
664,169,5.0,878092569,1997-10-29 02:36:09
610,699,2.0,888703507,1998-02-28 22:05:07
160,187,5.0,876770168,1997-10-13 19:16:08
320,1522,3.0,884751316,1998-01-14 04:15:16
327,96,2.0,887822530,1998-02-18 17:22:10
639,51,2.0,891239613,1998-03-30 06:33:33
629,729,4.0,880117852,1997-11-21 13:10:52
890,654,5.0,882404851,1997-12-18 00:27:31
900,117,2.0,877833029,1997-10-26 02:30:29
312,520,5.0,891698254,1998-04-04 13:57:34
316,292,4.0,880853072,1997-11-30 01:24:32
913,60,3.0,880946006,1997-12-01 03:13:26
393,751,2.0,887741960,1998-02-17 18:59:20
415,56,5.0,879439865,1997-11-13 16:51:05
194,4,4.0,879521397,1997-11-14 15:29:57
698,176,4.0,886366814,1998-02-01 21:00:14
244,744,3.0,880606923,1997-11-27 05:02:03
422,257,4.0,875129839,1997-09-24 19:37:19
119,168,5.0,874781351,1997-09-20 18:49:11
771,286,2.0,880659235,1997-11-27 19:33:55
85,1166,4.0,879455021,1997-11-13 21:03:41
648,79,5.0,884796689,1998-01-14 16:51:29
159,930,4.0,880557824,1997-11-26 15:23:44
328,504,3.0,885046420,1998-01-17 14:13:40
198,176,4.0,884207136,1998-01-07 21:05:36
280,546,4.0,891702252,1998-04-04 15:04:12
317,313,4.0,891446208,1998-04-01 15:56:48
527,134,5.0,879456490,1997-11-13 21:28:10
795,79,2.0,880568325,1997-11-26 18:18:45
665,237,3.0,884290635,1998-01-08 20:17:15
612,237,3.0,875324455,1997-09-27 01:40:55
585,855,3.0,891284184,1998-03-30 18:56:24
498,887,3.0,881953907,1997-12-12 19:11:47
109,210,5.0,880573084,1997-11-26 19:38:04
721,22,5.0,877139147,1997-10-18 01:45:47
510,322,3.0,887667752,1998-02-16 22:22:32
135,581,4.0,879857931,1997-11-18 12:58:51
312,133,5.0,891699296,1998-04-04 14:14:56
749,188,3.0,878848302,1997-11-06 20:31:42
465,172,3.0,883531026,1997-12-31 01:17:06
886,1010,5.0,876032103,1997-10-05 06:15:03
7,584,4.0,891352093,1998-03-31 13:48:13
81,151,2.0,876533946,1997-10-11 01:39:06
187,191,5.0,879465566,1997-11-13 23:59:26
575,506,2.0,878148087,1997-10-29 18:01:27
640,336,3.0,886353894,1998-02-01 17:24:54
657,922,4.0,884239123,1998-01-08 05:58:43
144,516,2.0,888105197,1998-02-21 23:53:17
939,409,4.0,880261532,1997-11-23 05:05:32
899,117,4.0,884119830,1998-01-06 20:50:30
104,286,1.0,888442304,1998-02-25 21:31:44
328,38,3.0,885049275,1998-01-17 15:01:15
279,108,4.0,892174381,1998-04-10 02:13:01
815,614,3.0,878695964,1997-11-05 02:12:44
417,206,2.0,879648778,1997-11-16 02:52:58
287,201,5.0,875334962,1997-09-27 04:36:02
721,682,3.0,877137285,1997-10-18 01:14:45
911,163,4.0,892839846,1998-04-17 19:04:06
4,264,3.0,892004275,1998-04-08 02:57:55
660,89,3.0,891199965,1998-03-29 19:32:45
409,1295,1.0,881105367,1997-12-02 23:29:27
203,815,4.0,880434882,1997-11-25 05:14:42
666,28,3.0,880139381,1997-11-21 19:09:41
474,490,5.0,887926059,1998-02-19 22:07:39
804,637,3.0,879444943,1997-11-13 18:15:43
409,181,4.0,881109019,1997-12-03 00:30:19
296,242,4.0,884196057,1998-01-07 18:00:57
474,218,4.0,887927588,1998-02-19 22:33:08
151,137,5.0,879528754,1997-11-14 17:32:34
320,1215,1.0,884749097,1998-01-14 03:38:17
262,294,2.0,879962366,1997-11-19 17:59:26
297,114,5.0,875239569,1997-09-26 02:06:09
406,15,4.0,879540051,1997-11-14 20:40:51
632,143,5.0,879459053,1997-11-13 22:10:53
569,325,1.0,879793149,1997-11-17 18:59:09
409,527,4.0,881109175,1997-12-03 00:32:55
59,220,2.0,888203175,1998-02-23 03:06:15
932,197,5.0,891249649,1998-03-30 09:20:49
380,356,2.0,885480064,1998-01-22 14:41:04
495,265,5.0,888633316,1998-02-28 02:35:16
758,746,4.0,881976746,1997-12-13 01:32:26
18,923,5.0,880132501,1997-11-21 17:15:01
738,28,4.0,875350913,1997-09-27 09:01:53
246,930,2.0,884924764,1998-01-16 04:26:04
207,428,4.0,877838826,1997-10-26 04:07:06
466,144,5.0,890284707,1998-03-19 05:18:27
299,134,4.0,878192311,1997-10-30 06:18:31
653,204,4.0,878867093,1997-11-07 01:44:53
472,768,5.0,875982771,1997-10-04 16:32:51
717,117,4.0,884642339,1998-01-12 21:58:59
903,763,5.0,891031450,1998-03-27 20:44:10
455,47,2.0,879112172,1997-11-09 21:49:32
286,81,3.0,889652601,1998-03-11 21:43:21
293,33,2.0,888907433,1998-03-03 06:43:53
727,235,3.0,883709518,1998-01-02 02:51:58
936,281,4.0,886832903,1998-02-07 06:28:23
387,508,4.0,886479690,1998-02-03 04:21:30
709,217,5.0,879848168,1997-11-18 10:16:08
76,628,2.0,882606768,1997-12-20 08:32:48
299,895,2.0,884993860,1998-01-16 23:37:40
291,578,4.0,874835242,1997-09-21 09:47:22
763,55,4.0,878917384,1997-11-07 15:43:04
437,512,4.0,880140978,1997-11-21 19:36:18
798,1023,3.0,875295772,1997-09-26 17:42:52
648,288,4.0,882211654,1997-12-15 18:47:34
301,163,3.0,882076264,1997-12-14 05:11:04
313,117,4.0,891015319,1998-03-27 16:15:19
43,237,4.0,875975579,1997-10-04 14:32:59
846,317,3.0,883947778,1998-01-04 21:02:58
409,170,4.0,881107084,1997-12-02 23:58:04
95,1217,3.0,880572658,1997-11-26 19:30:58
62,71,4.0,879374661,1997-11-12 22:44:21
360,303,3.0,880353526,1997-11-24 06:38:46
514,408,5.0,875311225,1997-09-26 22:00:25
399,218,4.0,882344597,1997-12-17 07:43:17
640,1010,3.0,886474753,1998-02-03 02:59:13
174,323,1.0,886434241,1998-02-02 15:44:01
422,219,4.0,879744086,1997-11-17 05:21:26
627,271,5.0,879529432,1997-11-14 17:43:52
15,929,1.0,879456168,1997-11-13 21:22:48
907,281,5.0,881030348,1997-12-02 02:39:08
896,719,1.0,887235026,1998-02-11 22:10:26
238,151,2.0,883576398,1997-12-31 13:53:18
269,161,1.0,891451036,1998-04-01 17:17:16
454,1063,4.0,881960029,1997-12-12 20:53:49
383,340,5.0,891192276,1998-03-29 17:24:36
330,257,5.0,876544609,1997-10-11 04:36:49
753,64,4.0,891402379,1998-04-01 03:46:19
64,89,3.0,889737376,1998-03-12 21:16:16
299,692,4.0,877880915,1997-10-26 15:48:35
795,3,2.0,880561783,1997-11-26 16:29:43
174,278,5.0,886433833,1998-02-02 15:37:13
896,222,4.0,887159109,1998-02-11 01:05:09
234,45,4.0,892079140,1998-04-08 23:45:40
399,323,1.0,882340517,1997-12-17 06:35:17
279,833,4.0,875297410,1997-09-26 18:10:10
919,147,4.0,875289322,1997-09-26 15:55:22
599,280,5.0,880952229,1997-12-01 04:57:09
334,174,4.0,891546992,1998-04-02 19:56:32
263,98,4.0,891297988,1998-03-30 22:46:28
183,1215,1.0,891467546,1998-04-01 21:52:26
246,294,2.0,884924460,1998-01-16 04:21:00
916,121,3.0,880843864,1997-11-29 22:51:04
271,200,5.0,885849356,1998-01-26 21:15:56
312,180,4.0,891698174,1998-04-04 13:56:14
51,172,5.0,883498936,1997-12-30 16:22:16
378,1284,2.0,880318158,1997-11-23 20:49:18
181,20,1.0,878962919,1997-11-08 04:21:59
498,464,4.0,881958471,1997-12-12 20:27:51
226,12,5.0,883889322,1998-01-04 04:48:42
5,80,2.0,875636511,1997-09-30 16:21:51
239,286,1.0,889178512,1998-03-06 10:01:52
590,237,3.0,879438911,1997-11-13 16:35:11
13,870,3.0,882397271,1997-12-17 22:21:11
31,303,3.0,881547719,1997-12-08 02:21:59
276,125,4.0,874786876,1997-09-20 20:21:16
144,747,5.0,888105473,1998-02-21 23:57:53
95,495,4.0,888954760,1998-03-03 19:52:40
551,156,5.0,892777723,1998-04-17 01:48:43
618,282,3.0,891307289,1998-03-31 01:21:29
788,712,3.0,880871804,1997-11-30 06:36:44
271,750,4.0,885844698,1998-01-26 19:58:18
666,151,2.0,880313582,1997-11-23 19:33:02
244,240,3.0,880604858,1997-11-27 04:27:38
936,137,4.0,886832544,1998-02-07 06:22:24
144,823,3.0,888104659,1998-02-21 23:44:19
217,403,5.0,889069944,1998-03-05 03:52:24
705,932,5.0,883427339,1997-12-29 20:28:59
869,275,4.0,884490936,1998-01-11 03:55:36
864,797,3.0,888892539,1998-03-03 02:35:39
201,174,3.0,884112201,1998-01-06 18:43:21
227,756,3.0,879035658,1997-11-09 00:34:18
864,132,5.0,888887128,1998-03-03 01:05:28
586,451,4.0,884067422,1998-01-06 06:17:02
878,530,5.0,880872619,1997-11-30 06:50:19
484,746,4.0,891195179,1998-03-29 18:12:59
194,371,3.0,879527584,1997-11-14 17:13:04
414,260,3.0,884999193,1998-01-17 01:06:33
130,527,5.0,875801447,1997-10-02 14:10:47
201,960,2.0,884112077,1998-01-06 18:41:17
622,178,4.0,882592421,1997-12-20 04:33:41
102,403,3.0,888801812,1998-03-02 01:23:32
293,166,3.0,888905520,1998-03-03 06:12:00
693,298,3.0,885703740,1998-01-25 04:49:00
719,520,5.0,879360466,1997-11-12 18:47:46
537,321,3.0,886028791,1998-01-28 23:06:31
831,328,3.0,891354000,1998-03-31 14:20:00
244,553,5.0,880606215,1997-11-27 04:50:15
303,67,5.0,879485401,1997-11-14 05:30:01
561,2,3.0,885809752,1998-01-26 10:15:52
401,111,4.0,891032296,1998-03-27 20:58:16
73,183,4.0,888626262,1998-02-28 00:37:42
200,410,3.0,876042204,1997-10-05 09:03:24
77,52,5.0,884753203,1998-01-14 04:46:43
130,179,4.0,875217265,1997-09-25 19:54:25
766,448,3.0,891310934,1998-03-31 02:22:14
738,56,4.0,875350418,1997-09-27 08:53:38
795,25,5.0,880556527,1997-11-26 15:02:07
552,760,3.0,879222306,1997-11-11 04:25:06
558,936,5.0,879436396,1997-11-13 15:53:16
13,779,3.0,882398255,1997-12-17 22:37:35
863,288,4.0,889288911,1998-03-07 16:41:51
454,259,4.0,881958606,1997-12-12 20:30:06
216,655,5.0,880233726,1997-11-22 21:22:06
734,582,2.0,891022684,1998-03-27 18:18:04
436,1061,3.0,887771997,1998-02-18 03:19:57
577,447,3.0,880475226,1997-11-25 16:27:06
897,546,4.0,879993489,1997-11-20 02:38:09
379,704,3.0,880524835,1997-11-26 06:13:55
308,629,4.0,887738894,1998-02-17 18:08:14
15,137,4.0,879455939,1997-11-13 21:18:59
811,690,5.0,886377248,1998-02-01 23:54:08
158,11,4.0,880134398,1997-11-21 17:46:38
269,616,4.0,891450453,1998-04-01 17:07:33
682,179,4.0,888517627,1998-02-26 18:27:07
823,183,4.0,878438403,1997-11-02 02:40:03
551,943,5.0,892783451,1998-04-17 03:24:11
13,564,1.0,882396913,1997-12-17 22:15:13
218,712,3.0,877488902,1997-10-22 02:55:02
313,452,3.0,891029993,1998-03-27 20:19:53
796,367,5.0,893048150,1998-04-20 04:55:50
280,540,3.0,891702304,1998-04-04 15:05:04
269,1091,2.0,891451705,1998-04-01 17:28:25
332,82,5.0,888098524,1998-02-21 22:02:04
651,292,2.0,879348881,1997-11-12 15:34:41
334,961,4.0,891628832,1998-04-03 18:40:32
71,135,4.0,885016536,1998-01-17 05:55:36
554,228,5.0,876550011,1997-10-11 06:06:51
76,100,5.0,875028391,1997-09-23 15:26:31
130,226,5.0,876252420,1997-10-07 19:27:00
437,124,5.0,880140101,1997-11-21 19:21:41
615,213,5.0,879447990,1997-11-13 19:06:30
625,173,3.0,891953681,1998-04-07 12:54:41
538,162,3.0,877363863,1997-10-20 16:11:03
262,143,3.0,879793970,1997-11-17 19:12:50
256,403,4.0,882164603,1997-12-15 05:43:23
198,234,3.0,884207833,1998-01-07 21:17:13
712,415,4.0,874957161,1997-09-22 19:39:21
60,179,4.0,883326566,1997-12-28 16:29:26
749,67,1.0,878850588,1997-11-06 21:09:48
334,684,4.0,891545768,1998-04-02 19:36:08
618,109,2.0,891308615,1998-03-31 01:43:35
486,280,2.0,879875249,1997-11-18 17:47:29
852,151,4.0,891036922,1998-03-27 22:15:22
429,382,3.0,882386601,1997-12-17 19:23:21
336,949,4.0,877757952,1997-10-25 05:39:12
939,9,5.0,880260745,1997-11-23 04:52:25
379,659,5.0,880568307,1997-11-26 18:18:27
276,145,3.0,874792692,1997-09-20 21:58:12
379,735,4.0,880525133,1997-11-26 06:18:53
723,286,3.0,880498746,1997-11-25 22:59:06
710,310,3.0,882063224,1997-12-14 01:33:44
625,640,3.0,891999796,1998-04-08 01:43:16
506,31,4.0,874873247,1997-09-21 20:20:47
293,45,5.0,888906315,1998-03-03 06:25:15
378,715,4.0,889665232,1998-03-12 01:13:52
604,413,3.0,883668175,1998-01-01 15:22:55
339,636,4.0,891035248,1998-03-27 21:47:28
222,457,1.0,878181287,1997-10-30 03:14:47
639,165,3.0,891239658,1998-03-30 06:34:18
344,204,4.0,884901024,1998-01-15 21:50:24
181,1347,1.0,878962052,1997-11-08 04:07:32
643,790,4.0,891449249,1998-04-01 16:47:29
210,651,4.0,887736140,1998-02-17 17:22:20
194,425,2.0,879522240,1997-11-14 15:44:00
542,64,4.0,886533421,1998-02-03 19:17:01
292,180,5.0,881103652,1997-12-02 23:00:52
562,416,5.0,879195613,1997-11-10 21:00:13
457,568,4.0,882547590,1997-12-19 16:06:30
776,569,3.0,892920403,1998-04-18 17:26:43
429,495,3.0,882385358,1997-12-17 19:02:38
922,919,5.0,891454625,1998-04-01 18:17:05
279,805,3.0,879573022,1997-11-15 05:50:22
237,498,4.0,879376698,1997-11-12 23:18:18
826,22,5.0,885690481,1998-01-25 01:08:01
269,196,1.0,891448283,1998-04-01 16:31:23
256,756,4.0,882151167,1997-12-15 01:59:27
641,124,4.0,879370299,1997-11-12 21:31:39
378,508,4.0,880044278,1997-11-20 16:44:38
606,756,3.0,878146986,1997-10-29 17:43:06
645,654,5.0,892053686,1998-04-08 16:41:26
913,258,4.0,889331049,1998-03-08 04:24:09
749,435,4.0,878847888,1997-11-06 20:24:48
360,328,3.0,880354094,1997-11-24 06:48:14
62,20,4.0,879372696,1997-11-12 22:11:36
390,13,2.0,879694409,1997-11-16 15:33:29
328,1277,3.0,885049084,1998-01-17 14:58:04
279,562,3.0,890451433,1998-03-21 03:37:13
942,615,3.0,891283017,1998-03-30 18:36:57
490,919,4.0,875428765,1997-09-28 06:39:25
200,123,4.0,884127568,1998-01-06 22:59:28
854,815,2.0,882812981,1997-12-22 17:49:41
417,710,4.0,879647826,1997-11-16 02:37:06
102,576,2.0,888802722,1998-03-02 01:38:42
645,48,4.0,892053748,1998-04-08 16:42:28
702,288,1.0,885767306,1998-01-25 22:28:26
249,318,5.0,879572256,1997-11-15 05:37:36
234,465,2.0,892334803,1998-04-11 22:46:43
459,332,3.0,879561630,1997-11-15 02:40:30
269,8,2.0,891449985,1998-04-01 16:59:45
934,573,2.0,891197530,1998-03-29 18:52:10
419,174,5.0,879435628,1997-11-13 15:40:28
6,408,4.0,883599075,1997-12-31 20:11:15
854,175,4.0,882813797,1997-12-22 18:03:17
843,392,2.0,879447377,1997-11-13 18:56:17
870,1042,2.0,879902127,1997-11-19 01:15:27
182,121,3.0,885613117,1998-01-24 03:38:37
642,138,4.0,886570173,1998-02-04 05:29:33
782,1514,2.0,891500194,1998-04-02 06:56:34
757,207,2.0,888468632,1998-02-26 04:50:32
424,990,5.0,880858979,1997-11-30 03:02:59
631,272,4.0,888464916,1998-02-26 03:48:36
923,831,4.0,880388211,1997-11-24 16:16:51
864,5,4.0,888889657,1998-03-03 01:47:37
401,235,1.0,891032474,1998-03-27 21:01:14
503,526,3.0,880472188,1997-11-25 15:36:28
301,849,4.0,882078883,1997-12-14 05:54:43
269,523,5.0,891447593,1998-04-01 16:19:53
5,241,1.0,875720948,1997-10-01 15:49:08
58,692,2.0,884305123,1998-01-09 00:18:43
